
############################################################   data hex round1  ###################################################################################

    canbustest@ubuntu:~/Documents$ /bin/python3 /home/canbustest/Documents/use70recv.py
    posix
    Message sent on Enable state data: Timestamp:        0.000000    ID: 06000001    X Rx                DL:  8    23 0d 20 01 00 00 00 00
    Angle_sent , 0 , Receive , Timestamp: 1679748604.643736    ID: 07000001    X Rx                DL:  8    01 aa 00 00 00 00 00 00     Channel: can0
    Angle_sent , 390 , Receive , Timestamp: 1679748643.647348    ID: 07000001    X Rx                DL:  8    03 a0 00 00 00 00 00 00     Channel: can0
    Angle_sent , 400 , Receive , Timestamp: 1679748644.647121    ID: 07000001    X Rx                DL:  8    01 68 00 00 00 00 00 00     Channel: can0
    Angle_sent , 0 , Receive , Timestamp: 1679748645.648062    ID: 07000001    X Rx                DL:  8    03 16 00 00 00 00 00 00     Channel: can0
    Angle_sent , 10 , Receive , Timestamp: 1679748646.647961    ID: 07000001    X Rx                DL:  8    01 11 ff d9 00 00 00 00     Channel: can0
    Angle_sent , 20 , Receive , Timestamp: 1679748647.647482    ID: 07000001    X Rx                DL:  8    03 b0 00 00 00 00 00 00     Channel: can0
    Angle_sent , 30 , Receive , Timestamp: 1679748648.647198    ID: 07000001    X Rx                DL:  8    01 76 00 00 00 00 00 00     Channel: can0
    Angle_sent , 40 , Receive , Timestamp: 1679748649.647632    ID: 07000001    X Rx                DL:  8    03 26 00 00 00 00 00 00     Channel: can0
    Angle_sent , 50 , Receive , Timestamp: 1679748650.648347    ID: 07000001    X Rx                DL:  8    00 ee 00 00 00 00 00 00     Channel: can0
    Angle_sent , 60 , Receive , Timestamp: 1679748651.648384    ID: 07000001    X Rx                DL:  8    02 9e 00 00 00 00 00 00     Channel: can0
    Angle_sent , 70 , Receive , Timestamp: 1679748652.647616    ID: 07000001    X Rx                DL:  8    00 66 00 00 00 00 00 00     Channel: can0
    Angle_sent , 80 , Receive , Timestamp: 1679748653.648200    ID: 07000001    X Rx                DL:  8    02 17 00 00 00 00 00 00     Channel: can0
    Angle_sent , 90 , Receive , Timestamp: 1679748654.647768    ID: 07000001    X Rx                DL:  8    03 c7 00 00 00 00 00 00     Channel: can0
    Angle_sent , 100 , Receive , Timestamp: 1679748655.648273    ID: 07000001    X Rx                DL:  8    01 8e 00 00 00 00 00 00     Channel: can0
    Angle_sent , 110 , Receive , Timestamp: 1679748656.648584    ID: 07000001    X Rx                DL:  8    03 3e 00 00 00 00 00 00     Channel: can0
    Angle_sent , 120 , Receive , Timestamp: 1679748657.648444    ID: 07000001    X Rx                DL:  8    01 06 00 00 00 00 00 00     Channel: can0
    Angle_sent , 130 , Receive , Timestamp: 1679748658.648404    ID: 07000001    X Rx                DL:  8    02 b7 00 00 00 00 00 00     Channel: can0
    Angle_sent , 140 , Receive , Timestamp: 1679748659.648192    ID: 07000001    X Rx                DL:  8    00 7f 00 00 00 00 00 00     Channel: can0
    Angle_sent , 150 , Receive , Timestamp: 1679748660.648797    ID: 07000001    X Rx                DL:  8    02 2e 00 00 00 00 00 00     Channel: can0
    Angle_sent , 160 , Receive , Timestamp: 1679748661.648906    ID: 07000001    X Rx                DL:  8    03 de 00 00 00 00 00 00     Channel: can0
    Angle_sent , 170 , Receive , Timestamp: 1679748662.648489    ID: 07000001    X Rx                DL:  8    01 a6 00 00 00 00 00 00     Channel: can0
    Angle_sent , 180 , Receive , Timestamp: 1679748663.648687    ID: 07000001    X Rx                DL:  8    03 56 00 00 00 00 00 00     Channel: can0
    Angle_sent , 190 , Receive , Timestamp: 1679748664.648595    ID: 07000001    X Rx                DL:  8    01 1d 00 00 00 00 00 00     Channel: can0
    Angle_sent , 200 , Receive , Timestamp: 1679748665.648825    ID: 07000001    X Rx                DL:  8    02 cd 00 00 00 00 00 00     Channel: can0
    Angle_sent , 210 , Receive , Timestamp: 1679748666.649508    ID: 07000001    X Rx                DL:  8    00 95 00 00 00 00 00 00     Channel: can0
    Angle_sent , 220 , Receive , Timestamp: 1679748667.649416    ID: 07000001    X Rx                DL:  8    02 47 00 00 00 00 00 00     Channel: can0
    Angle_sent , 230 , Receive , Timestamp: 1679748668.649287    ID: 07000001    X Rx                DL:  8    00 0e 00 00 00 00 00 00     Channel: can0
    Angle_sent , 240 , Receive , Timestamp: 1679748669.649190    ID: 07000001    X Rx                DL:  8    01 be 00 00 00 00 00 00     Channel: can0
    Angle_sent , 250 , Receive , Timestamp: 1679748670.649172    ID: 07000001    X Rx                DL:  8    03 6e 00 00 00 00 00 00     Channel: can0
    Angle_sent , 260 , Receive , Timestamp: 1679748671.650012    ID: 07000001    X Rx                DL:  8    01 36 00 00 00 00 00 00     Channel: can0
    Angle_sent , 270 , Receive , Timestamp: 1679748672.650308    ID: 07000001    X Rx                DL:  8    02 e7 00 00 00 00 00 00     Channel: can0
    Angle_sent , 280 , Receive , Timestamp: 1679748673.649524    ID: 07000001    X Rx                DL:  8    00 ae 00 00 00 00 00 00     Channel: can0
    Angle_sent , 290 , Receive , Timestamp: 1679748674.650116    ID: 07000001    X Rx                DL:  8    02 5e 00 00 00 00 00 00     Channel: can0
    Angle_sent , 300 , Receive , Timestamp: 1679748675.650323    ID: 07000001    X Rx                DL:  8    00 26 00 00 00 00 00 00     Channel: can0
    Angle_sent , 310 , Receive , Timestamp: 1679748676.650578    ID: 07000001    X Rx                DL:  8    01 d4 00 00 00 00 00 00     Channel: can0
    Angle_sent , 320 , Receive , Timestamp: 1679748677.650331    ID: 07000001    X Rx                DL:  8    03 86 00 00 00 00 00 00     Channel: can0
    Angle_sent , 330 , Receive , Timestamp: 1679748678.650492    ID: 07000001    X Rx                DL:  8    01 4f 00 00 00 00 00 00     Channel: can0
    Angle_sent , 340 , Receive , Timestamp: 1679748679.650506    ID: 07000001    X Rx                DL:  8    02 fd 00 00 00 00 00 00     Channel: can0
    Angle_sent , 350 , Receive , Timestamp: 1679748680.650017    ID: 07000001    X Rx                DL:  8    00 c4 00 00 00 00 00 00     Channel: can0
    Angle_sent , 360 , Receive , Timestamp: 1679748681.650417    ID: 07000001    X Rx                DL:  8    02 74 00 00 00 00 00 00     Channel: can0
    Angle_sent , 370 , Receive , Timestamp: 1679748682.650675    ID: 07000001    X Rx                DL:  8    00 3e 00 00 00 00 00 00     Channel: can0
    Angle_sent , 380 , Receive , Timestamp: 1679748683.650534    ID: 07000001    X Rx                DL:  8    01 ed 00 00 00 00 00 00     Channel: can0
    Angle_sent , 390 , Receive , Timestamp: 1679748684.650746    ID: 07000001    X Rx                DL:  8    03 9e 00 00 00 00 00 00     Channel: can0
    Angle_sent , 400 , Receive , Timestamp: 1679748685.650536    ID: 07000001    X Rx                DL:  8    01 66 00 00 00 00 00 00     Channel: can0

############################################################   data hex round2  ###################################################################################

    canbustest@ubuntu:~/Documents$ /bin/python3 /home/canbustest/Documents/use70recv.py
    posix
    Message sent on Enable state data: Timestamp:        0.000000    ID: 06000001    X Rx                DL:  8    23 0d 20 01 00 00 00 00
    Angle_sent , 0 , Receive , Timestamp: 1679750172.785057    ID: 07000001    X Rx                DL:  8    00 81 00 00 00 00 00 00     Channel: can0
    Angle_sent , 10 , Receive , Timestamp: 1679750173.785470    ID: 07000001    X Rx                DL:  8    01 8b ff c1 00 00 00 00     Channel: can0
    Angle_sent , 20 , Receive , Timestamp: 1679750174.785537    ID: 07000001    X Rx                DL:  8    03 b6 00 00 00 00 00 00     Channel: can0
    Angle_sent , 30 , Receive , Timestamp: 1679750175.786068    ID: 07000001    X Rx                DL:  8    01 79 00 00 00 00 00 00     Channel: can0
    Angle_sent , 40 , Receive , Timestamp: 1679750176.786088    ID: 07000001    X Rx                DL:  8    03 28 00 00 00 00 00 00     Channel: can0
    Angle_sent , 50 , Receive , Timestamp: 1679750177.785520    ID: 07000001    X Rx                DL:  8    00 f0 00 00 00 00 00 00     Channel: can0
    Angle_sent , 60 , Receive , Timestamp: 1679750178.786166    ID: 07000001    X Rx                DL:  8    02 a1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 70 , Receive , Timestamp: 1679750179.786020    ID: 07000001    X Rx                DL:  8    00 69 00 00 00 00 00 00     Channel: can0
    Angle_sent , 80 , Receive , Timestamp: 1679750180.785821    ID: 07000001    X Rx                DL:  8    02 1a 00 00 00 00 00 00     Channel: can0
    Angle_sent , 90 , Receive , Timestamp: 1679750181.786861    ID: 07000001    X Rx                DL:  8    03 ca 00 00 00 00 00 00     Channel: can0
    Angle_sent , 100 , Receive , Timestamp: 1679750182.787451    ID: 07000001    X Rx                DL:  8    01 92 00 00 00 00 00 00     Channel: can0
    Angle_sent , 110 , Receive , Timestamp: 1679750183.786347    ID: 07000001    X Rx                DL:  8    03 41 00 00 00 00 00 00     Channel: can0
    Angle_sent , 120 , Receive , Timestamp: 1679750184.786655    ID: 07000001    X Rx                DL:  8    01 09 00 00 00 00 00 00     Channel: can0
    Angle_sent , 130 , Receive , Timestamp: 1679750185.786201    ID: 07000001    X Rx                DL:  8    02 b9 00 00 00 00 00 00     Channel: can0
    Angle_sent , 140 , Receive , Timestamp: 1679750186.786928    ID: 07000001    X Rx                DL:  8    00 83 00 00 00 00 00 00     Channel: can0
    Angle_sent , 150 , Receive , Timestamp: 1679750187.787292    ID: 07000001    X Rx                DL:  8    02 30 00 00 00 00 00 00     Channel: can0
    Angle_sent , 160 , Receive , Timestamp: 1679750188.787113    ID: 07000001    X Rx                DL:  8    03 e1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 170 , Receive , Timestamp: 1679750189.786529    ID: 07000001    X Rx                DL:  8    01 a9 00 00 00 00 00 00     Channel: can0
    Angle_sent , 180 , Receive , Timestamp: 1679750190.787496    ID: 07000001    X Rx                DL:  8    03 5a 00 00 00 00 00 00     Channel: can0
    Angle_sent , 190 , Receive , Timestamp: 1679750191.786691    ID: 07000001    X Rx                DL:  8    01 22 00 00 00 00 00 00     Channel: can0
    Angle_sent , 200 , Receive , Timestamp: 1679750192.787436    ID: 07000001    X Rx                DL:  8    02 d2 00 00 00 00 00 00     Channel: can0
    Angle_sent , 210 , Receive , Timestamp: 1679750193.787635    ID: 07000001    X Rx                DL:  8    00 9a 00 00 00 00 00 00     Channel: can0
    Angle_sent , 220 , Receive , Timestamp: 1679750194.787827    ID: 07000001    X Rx                DL:  8    02 4a 00 00 00 00 00 00     Channel: can0
    Angle_sent , 230 , Receive , Timestamp: 1679750195.787750    ID: 07000001    X Rx                DL:  8    00 11 00 00 00 00 00 00     Channel: can0
    Angle_sent , 240 , Receive , Timestamp: 1679750196.787887    ID: 07000001    X Rx                DL:  8    01 c2 00 00 00 00 00 00     Channel: can0
    Angle_sent , 250 , Receive , Timestamp: 1679750197.787707    ID: 07000001    X Rx                DL:  8    03 71 00 00 00 00 00 00     Channel: can0
    Angle_sent , 260 , Receive , Timestamp: 1679750198.787578    ID: 07000001    X Rx                DL:  8    01 39 00 00 00 00 00 00     Channel: can0
    Angle_sent , 270 , Receive , Timestamp: 1679750199.787726    ID: 07000001    X Rx                DL:  8    02 ea 00 00 00 00 00 00     Channel: can0
    Angle_sent , 280 , Receive , Timestamp: 1679750200.788053    ID: 07000001    X Rx                DL:  8    00 b1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 290 , Receive , Timestamp: 1679750201.788246    ID: 07000001    X Rx                DL:  8    02 62 00 00 00 00 00 00     Channel: can0
    Angle_sent , 300 , Receive , Timestamp: 1679750202.788939    ID: 07000001    X Rx                DL:  8    00 28 00 00 00 00 00 00     Channel: can0
    Angle_sent , 310 , Receive , Timestamp: 1679750203.788330    ID: 07000001    X Rx                DL:  8    01 d9 00 00 00 00 00 00     Channel: can0
    Angle_sent , 320 , Receive , Timestamp: 1679750204.788586    ID: 07000001    X Rx                DL:  8    03 89 00 00 00 00 00 00     Channel: can0
    Angle_sent , 330 , Receive , Timestamp: 1679750205.788378    ID: 07000001    X Rx                DL:  8    01 50 00 00 00 00 00 00     Channel: can0
    Angle_sent , 340 , Receive , Timestamp: 1679750206.788295    ID: 07000001    X Rx                DL:  8    03 00 00 00 00 00 00 00     Channel: can0
    Angle_sent , 350 , Receive , Timestamp: 1679750207.788244    ID: 07000001    X Rx                DL:  8    00 c9 00 00 00 00 00 00     Channel: can0
    Angle_sent , 360 , Receive , Timestamp: 1679750208.788936    ID: 07000001    X Rx                DL:  8    02 7a 00 00 00 00 00 00     Channel: can0
    Angle_sent , 370 , Receive , Timestamp: 1679750209.789061    ID: 07000001    X Rx                DL:  8    00 41 00 00 00 00 00 00     Channel: can0
    Angle_sent , 380 , Receive , Timestamp: 1679750210.788746    ID: 07000001    X Rx                DL:  8    01 f2 00 00 00 00 00 00     Channel: can0
    Angle_sent , 390 , Receive , Timestamp: 1679750211.789253    ID: 07000001    X Rx                DL:  8    03 a1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 400 , Receive , Timestamp: 1679750212.788639    ID: 07000001    X Rx                DL:  8    01 69 00 00 00 00 00 00     Channel: can0
    Angle_sent , 0 , Receive , Timestamp: 1679750213.788772    ID: 07000001    X Rx                DL:  8    03 1a 00 00 00 00 00 00     Channel: can0
    Angle_sent , 10 , Receive , Timestamp: 1679750214.789531    ID: 07000001    X Rx                DL:  8    02 e0 ff f4 00 00 00 00     Channel: can0
    Angle_sent , 20 , Receive , Timestamp: 1679750215.789255    ID: 07000001    X Rx                DL:  8    03 b1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 30 , Receive , Timestamp: 1679750216.789642    ID: 07000001    X Rx                DL:  8    01 79 00 00 00 00 00 00     Channel: can0
    Angle_sent , 40 , Receive , Timestamp: 1679750217.789375    ID: 07000001    X Rx                DL:  8    03 29 00 00 00 00 00 00     Channel: can0
    Angle_sent , 50 , Receive , Timestamp: 1679750218.790164    ID: 07000001    X Rx                DL:  8    00 f1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 60 , Receive , Timestamp: 1679750219.789508    ID: 07000001    X Rx                DL:  8    02 a1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 70 , Receive , Timestamp: 1679750220.790406    ID: 07000001    X Rx                DL:  8    00 69 00 00 00 00 00 00     Channel: can0
    Angle_sent , 80 , Receive , Timestamp: 1679750221.789540    ID: 07000001    X Rx                DL:  8    02 1a 00 00 00 00 00 00     Channel: can0
    Angle_sent , 90 , Receive , Timestamp: 1679750222.790563    ID: 07000001    X Rx                DL:  8    03 c9 00 00 00 00 00 00     Channel: can0
    Angle_sent , 100 , Receive , Timestamp: 1679750223.789663    ID: 07000001    X Rx                DL:  8    01 91 00 00 00 00 00 00     Channel: can0
    Angle_sent , 110 , Receive , Timestamp: 1679750224.790413    ID: 07000001    X Rx                DL:  8    03 40 00 00 00 00 00 00     Channel: can0
    Angle_sent , 120 , Receive , Timestamp: 1679750225.790045    ID: 07000001    X Rx                DL:  8    01 09 00 00 00 00 00 00     Channel: can0
    Angle_sent , 130 , Receive , Timestamp: 1679750226.790673    ID: 07000001    X Rx                DL:  8    02 b9 00 00 00 00 00 00     Channel: can0
    Angle_sent , 140 , Receive , Timestamp: 1679750227.790439    ID: 07000001    X Rx                DL:  8    00 81 00 00 00 00 00 00     Channel: can0
    Angle_sent , 150 , Receive , Timestamp: 1679750228.790477    ID: 07000001    X Rx                DL:  8    02 30 00 00 00 00 00 00     Channel: can0
    Angle_sent , 160 , Receive , Timestamp: 1679750229.790493    ID: 07000001    X Rx                DL:  8    03 e1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 170 , Receive , Timestamp: 1679750230.790337    ID: 07000001    X Rx                DL:  8    01 a9 00 00 00 00 00 00     Channel: can0
    Angle_sent , 180 , Receive , Timestamp: 1679750231.791096    ID: 07000001    X Rx                DL:  8    03 58 00 00 00 00 00 00     Channel: can0
    Angle_sent , 190 , Receive , Timestamp: 1679750232.790785    ID: 07000001    X Rx                DL:  8    01 21 00 00 00 00 00 00     Channel: can0
    Angle_sent , 200 , Receive , Timestamp: 1679750233.791066    ID: 07000001    X Rx                DL:  8    02 d1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 210 , Receive , Timestamp: 1679750234.790609    ID: 07000001    X Rx                DL:  8    00 98 00 00 00 00 00 00     Channel: can0
    Angle_sent , 220 , Receive , Timestamp: 1679750235.790758    ID: 07000001    X Rx                DL:  8    02 49 00 00 00 00 00 00     Channel: can0
    Angle_sent , 230 , Receive , Timestamp: 1679750236.791153    ID: 07000001    X Rx                DL:  8    00 11 00 00 00 00 00 00     Channel: can0
    Angle_sent , 240 , Receive , Timestamp: 1679750237.791645    ID: 07000001    X Rx                DL:  8    01 c4 00 00 00 00 00 00     Channel: can0
    Angle_sent , 250 , Receive , Timestamp: 1679750238.791604    ID: 07000001    X Rx                DL:  8    03 70 00 00 00 00 00 00     Channel: can0
    Angle_sent , 260 , Receive , Timestamp: 1679750239.792057    ID: 07000001    X Rx                DL:  8    01 3a 00 00 00 00 00 00     Channel: can0
    Angle_sent , 270 , Receive , Timestamp: 1679750240.791556    ID: 07000001    X Rx                DL:  8    02 e9 00 00 00 00 00 00     Channel: can0
    Angle_sent , 280 , Receive , Timestamp: 1679750241.791588    ID: 07000001    X Rx                DL:  8    00 b1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 290 , Receive , Timestamp: 1679750242.791699    ID: 07000001    X Rx                DL:  8    02 62 00 00 00 00 00 00     Channel: can0
    Angle_sent , 300 , Receive , Timestamp: 1679750243.791507    ID: 07000001    X Rx                DL:  8    00 2a 00 00 00 00 00 00     Channel: can0
    Angle_sent , 310 , Receive , Timestamp: 1679750244.791636    ID: 07000001    X Rx                DL:  8    01 d8 00 00 00 00 00 00     Channel: can0
    Angle_sent , 320 , Receive , Timestamp: 1679750245.791890    ID: 07000001    X Rx                DL:  8    03 88 00 00 00 00 00 00     Channel: can0
    Angle_sent , 330 , Receive , Timestamp: 1679750246.792343    ID: 07000001    X Rx                DL:  8    01 51 00 00 00 00 00 00     Channel: can0
    Angle_sent , 340 , Receive , Timestamp: 1679750247.792121    ID: 07000001    X Rx                DL:  8    03 01 00 00 00 00 00 00     Channel: can0
    Angle_sent , 350 , Receive , Timestamp: 1679750248.791924    ID: 07000001    X Rx                DL:  8    00 c9 00 00 00 00 00 00     Channel: can0
    Angle_sent , 360 , Receive , Timestamp: 1679750249.792891    ID: 07000001    X Rx                DL:  8    02 7b 00 00 00 00 00 00     Channel: can0
    Angle_sent , 370 , Receive , Timestamp: 1679750250.792258    ID: 07000001    X Rx                DL:  8    00 42 00 00 00 00 00 00     Channel: can0
    Angle_sent , 380 , Receive , Timestamp: 1679750251.792235    ID: 07000001    X Rx                DL:  8    01 f2 00 00 00 00 00 00     Channel: can0
    Angle_sent , 390 , Receive , Timestamp: 1679750252.792291    ID: 07000001    X Rx                DL:  8    03 a3 00 00 00 00 00 00     Channel: can0
    Angle_sent , 400 , Receive , Timestamp: 1679750253.792832    ID: 07000001    X Rx                DL:  8    01 6a 00 00 00 00 00 00     Channel: can0

############################################################   data hex round3  ###################################################################################

    canbustest@ubuntu:~/Documents$ /bin/python3 /home/canbustest/Documents/use70recv.py
    posix
    Message sent on Enable state data: Timestamp:        0.000000    ID: 06000001    X Rx                DL:  8    23 0d 20 01 00 00 00 00
    Angle_sent , 0 , Receive , Timestamp: 1679750293.796451    ID: 07000001    X Rx                DL:  8    03 19 00 00 00 00 00 00     Channel: can0
    Angle_sent , 10 , Receive , Timestamp: 1679750294.796628    ID: 07000001    X Rx                DL:  8    00 14 ff a7 00 00 00 00     Channel: can0
    Angle_sent , 20 , Receive , Timestamp: 1679750295.796314    ID: 07000001    X Rx                DL:  8    03 b4 00 00 00 00 00 00     Channel: can0
    Angle_sent , 30 , Receive , Timestamp: 1679750296.797122    ID: 07000001    X Rx                DL:  8    01 77 00 00 00 00 00 00     Channel: can0
    Angle_sent , 40 , Receive , Timestamp: 1679750297.796706    ID: 07000001    X Rx                DL:  8    03 2a 00 00 00 00 00 00     Channel: can0
    Angle_sent , 50 , Receive , Timestamp: 1679750298.796646    ID: 07000001    X Rx                DL:  8    00 f2 00 00 00 00 00 00     Channel: can0
    Angle_sent , 60 , Receive , Timestamp: 1679750299.796572    ID: 07000001    X Rx                DL:  8    02 a1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 70 , Receive , Timestamp: 1679750300.796939    ID: 07000001    X Rx                DL:  8    00 69 00 00 00 00 00 00     Channel: can0
    Angle_sent , 80 , Receive , Timestamp: 1679750301.797426    ID: 07000001    X Rx                DL:  8    02 18 00 00 00 00 00 00     Channel: can0
    Angle_sent , 90 , Receive , Timestamp: 1679750302.797326    ID: 07000001    X Rx                DL:  8    03 c8 00 00 00 00 00 00     Channel: can0
    Angle_sent , 100 , Receive , Timestamp: 1679750303.797017    ID: 07000001    X Rx                DL:  8    01 8f 00 00 00 00 00 00     Channel: can0
    Angle_sent , 110 , Receive , Timestamp: 1679750304.797749    ID: 07000001    X Rx                DL:  8    03 40 00 00 00 00 00 00     Channel: can0
    Angle_sent , 120 , Receive , Timestamp: 1679750305.797540    ID: 07000001    X Rx                DL:  8    01 09 00 00 00 00 00 00     Channel: can0
    Angle_sent , 130 , Receive , Timestamp: 1679750306.797961    ID: 07000001    X Rx                DL:  8    02 b8 00 00 00 00 00 00     Channel: can0
    Angle_sent , 140 , Receive , Timestamp: 1679750307.797912    ID: 07000001    X Rx                DL:  8    00 81 00 00 00 00 00 00     Channel: can0
    Angle_sent , 150 , Receive , Timestamp: 1679750308.797810    ID: 07000001    X Rx                DL:  8    02 31 00 00 00 00 00 00     Channel: can0
    Angle_sent , 160 , Receive , Timestamp: 1679750309.798011    ID: 07000001    X Rx                DL:  8    03 e1 00 00 00 00 00 00     Channel: can0
    Angle_sent , 170 , Receive , Timestamp: 1679750310.797804    ID: 07000001    X Rx                DL:  8    01 aa 00 00 00 00 00 00     Channel: can0
