
############################################################   data hex round1  ###################################################################################

    posix
    Message sent on Enable state data: Timestamp:        0.000000    ID: 06000001    X Rx                DL:  8    23 0d 20 01 00 00 00 00
    Angle_sent , 0 , Receive , Timestamp: 1679819815.403200    ID: 05800001    X Rx                DL:  8    60 0d 20 00 00 00 00 00     Channel: can0
    Angle_sent , 300 , Receive , Timestamp: 1679819817.829129    ID: 05800001    X Rx                DL:  8    60 04 21 01 1b 17 00 00     Channel: can0
    Angle_sent , 310 , Receive , Timestamp: 1679819817.830489    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 320 , Receive , Timestamp: 1679819817.930983    ID: 05800001    X Rx                DL:  8    60 04 21 01 2a 18 00 00     Channel: can0
    Angle_sent , 330 , Receive , Timestamp: 1679819818.031641    ID: 05800001    X Rx                DL:  8    60 04 21 01 35 19 00 00     Channel: can0
    Angle_sent , 340 , Receive , Timestamp: 1679819818.132294    ID: 05800001    X Rx                DL:  8    60 04 21 01 4b 1a 00 00     Channel: can0
    Angle_sent , 350 , Receive , Timestamp: 1679819818.233311    ID: 05800001    X Rx                DL:  8    60 04 21 01 53 1b 00 00     Channel: can0
    Angle_sent , 360 , Receive , Timestamp: 1679819818.333994    ID: 05800001    X Rx                DL:  8    60 04 21 01 62 1c 00 00     Channel: can0
    Angle_sent , 370 , Receive , Timestamp: 1679819818.434782    ID: 05800001    X Rx                DL:  8    60 04 21 01 72 1d 00 00     Channel: can0
    Angle_sent , 380 , Receive , Timestamp: 1679819818.436136    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 390 , Receive , Timestamp: 1679819818.535684    ID: 05800001    X Rx                DL:  8    60 04 21 01 7d 1e 00 00     Channel: can0
    Angle_sent , 400 , Receive , Timestamp: 1679819818.636718    ID: 05800001    X Rx                DL:  8    60 04 21 01 91 1f 00 00     Channel: can0
    Angle_sent , 0 , Receive , Timestamp: 1679819818.738055    ID: 05800001    X Rx                DL:  8    60 04 21 01 9b 20 00 00     Channel: can0
    Angle_sent , 10 , Receive , Timestamp: 1679819818.838768    ID: 05800001    X Rx                DL:  8    60 04 21 01 b1 21 00 00     Channel: can0
    Angle_sent , 20 , Receive , Timestamp: 1679819818.939689    ID: 05800001    X Rx                DL:  8    60 04 21 01 b9 22 00 00     Channel: can0
    Angle_sent , 30 , Receive , Timestamp: 1679819819.040003    ID: 05800001    X Rx                DL:  8    60 04 21 01 c7 23 00 00     Channel: can0
    Angle_sent , 40 , Receive , Timestamp: 1679819819.041402    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 50 , Receive , Timestamp: 1679819819.142317    ID: 05800001    X Rx                DL:  8    60 04 21 01 d2 24 00 00     Channel: can0
    Angle_sent , 60 , Receive , Timestamp: 1679819819.242820    ID: 05800001    X Rx                DL:  8    60 04 21 01 e0 25 00 00     Channel: can0
    Angle_sent , 70 , Receive , Timestamp: 1679819819.342963    ID: 05800001    X Rx                DL:  8    60 04 21 01 f0 26 00 00     Channel: can0
    Angle_sent , 80 , Receive , Timestamp: 1679819819.344256    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 90 , Receive , Timestamp: 1679819819.444220    ID: 05800001    X Rx                DL:  8    60 04 21 01 fa 27 00 00     Channel: can0
    Angle_sent , 100 , Receive , Timestamp: 1679819819.445423    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 110 , Receive , Timestamp: 1679819819.545671    ID: 05800001    X Rx                DL:  8    60 04 21 01 0b 29 00 00     Channel: can0
    Angle_sent , 120 , Receive , Timestamp: 1679819819.645986    ID: 05800001    X Rx                DL:  8    60 04 21 01 07 25 00 00     Channel: can0
    Angle_sent , 130 , Receive , Timestamp: 1679819819.647673    ID: 05800001    X Rx                DL:  8    60 04 21 01 07 25 00 00     Channel: can0
    Angle_sent , 140 , Receive , Timestamp: 1679819819.747547    ID: 05800001    X Rx                DL:  8    60 04 21 01 bc 1e 00 00     Channel: can0
    Angle_sent , 150 , Receive , Timestamp: 1679819819.847690    ID: 05800001    X Rx                DL:  8    60 04 21 01 82 18 00 00     Channel: can0
    Angle_sent , 160 , Receive , Timestamp: 1679819819.848861    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 170 , Receive , Timestamp: 1679819819.949043    ID: 05800001    X Rx                DL:  8    60 04 21 01 21 12 00 00     Channel: can0
    Angle_sent , 180 , Receive , Timestamp: 1679819820.049728    ID: 05800001    X Rx                DL:  8    60 04 21 01 ed 0b 00 00     Channel: can0
    Angle_sent , 190 , Receive , Timestamp: 1679819820.150765    ID: 05800001    X Rx                DL:  8    60 04 21 01 b8 08 00 00     Channel: can0
    Angle_sent , 200 , Receive , Timestamp: 1679819820.251503    ID: 05800001    X Rx                DL:  8    60 04 21 01 95 07 00 00     Channel: can0
    Angle_sent , 210 , Receive , Timestamp: 1679819820.352320    ID: 05800001    X Rx                DL:  8    60 04 21 01 7a 07 00 00     Channel: can0
    Angle_sent , 220 , Receive , Timestamp: 1679819820.453139    ID: 05800001    X Rx                DL:  8    60 04 21 01 e8 07 00 00     Channel: can0
    Angle_sent , 230 , Receive , Timestamp: 1679819820.553948    ID: 05800001    X Rx                DL:  8    60 04 21 01 9d 08 00 00     Channel: can0
    Angle_sent , 240 , Receive , Timestamp: 1679819820.654435    ID: 05800001    X Rx                DL:  8    60 04 21 01 7e 09 00 00     Channel: can0
    Angle_sent , 250 , Receive , Timestamp: 1679819820.655671    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 260 , Receive , Timestamp: 1679819820.755683    ID: 05800001    X Rx                DL:  8    60 04 21 01 7d 0a 00 00     Channel: can0
    Angle_sent , 270 , Receive , Timestamp: 1679819820.856627    ID: 05800001    X Rx                DL:  8    60 04 21 01 90 0b 00 00     Channel: can0
    Angle_sent , 280 , Receive , Timestamp: 1679819820.957064    ID: 05800001    X Rx                DL:  8    60 04 21 01 98 0c 00 00     Channel: can0
    Angle_sent , 290 , Receive , Timestamp: 1679819820.958333    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 300 , Receive , Timestamp: 1679819821.059534    ID: 05800001    X Rx                DL:  8    60 04 21 01 a5 0d 00 00     Channel: can0
    Angle_sent , 310 , Receive , Timestamp: 1679819821.060611    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 320 , Receive , Timestamp: 1679819821.160815    ID: 05800001    X Rx                DL:  8    60 04 21 01 b3 0e 00 00     Channel: can0
    Angle_sent , 330 , Receive , Timestamp: 1679819821.261386    ID: 05800001    X Rx                DL:  8    60 04 21 01 bf 0f 00 00     Channel: can0
    Angle_sent , 340 , Receive , Timestamp: 1679819821.362110    ID: 05800001    X Rx                DL:  8    60 04 21 01 d1 10 00 00     Channel: can0
    Angle_sent , 350 , Receive , Timestamp: 1679819821.463041    ID: 05800001    X Rx                DL:  8    60 04 21 01 d2 11 00 00     Channel: can0
    Angle_sent , 360 , Receive , Timestamp: 1679819821.563967    ID: 05800001    X Rx                DL:  8    60 04 21 01 e6 12 00 00     Channel: can0
    Angle_sent , 370 , Receive , Timestamp: 1679819821.664924    ID: 05800001    X Rx                DL:  8    60 04 21 01 ef 13 00 00     Channel: can0
    Angle_sent , 380 , Receive , Timestamp: 1679819821.765884    ID: 05800001    X Rx                DL:  8    60 04 21 01 01 15 00 00     Channel: can0
    Angle_sent , 390 , Receive , Timestamp: 1679819821.866680    ID: 05800001    X Rx                DL:  8    60 04 21 01 13 16 00 00     Channel: can0
    Angle_sent , 400 , Receive , Timestamp: 1679819821.967053    ID: 05800001    X Rx                DL:  8    60 04 21 01 1d 17 00 00     Channel: can0

############################################################   data hex round2  ###################################################################################

    posix
    Message sent on Enable state data: Timestamp:        0.000000    ID: 06000001    X Rx                DL:  8    23 0d 20 01 00 00 00 00
    Angle_sent , 0 , Receive , Timestamp: 1679819924.587869    ID: 05800001    X Rx                DL:  8    60 0d 20 00 00 00 00 00     Channel: can0
    Angle_sent , 10 , Receive , Timestamp: 1679819924.590098    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 20 , Receive , Timestamp: 1679819924.691429    ID: 05800001    X Rx                DL:  8    60 04 21 01 e8 25 00 00     Channel: can0
    Angle_sent , 30 , Receive , Timestamp: 1679819924.791779    ID: 05800001    X Rx                DL:  8    60 04 21 01 9e 1f 00 00     Channel: can0
    Angle_sent , 40 , Receive , Timestamp: 1679819924.792950    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 50 , Receive , Timestamp: 1679819924.893166    ID: 05800001    X Rx                DL:  8    60 04 21 01 45 19 00 00     Channel: can0
    Angle_sent , 60 , Receive , Timestamp: 1679819924.993993    ID: 05800001    X Rx                DL:  8    60 04 21 01 dc 12 00 00     Channel: can0
    Angle_sent , 70 , Receive , Timestamp: 1679819925.095130    ID: 05800001    X Rx                DL:  8    60 04 21 01 9c 0c 00 00     Channel: can0
    Angle_sent , 80 , Receive , Timestamp: 1679819925.096540    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 90 , Receive , Timestamp: 1679819925.195939    ID: 05800001    X Rx                DL:  8    60 04 21 01 06 09 00 00     Channel: can0
    Angle_sent , 100 , Receive , Timestamp: 1679819925.296754    ID: 05800001    X Rx                DL:  8    60 04 21 01 c0 07 00 00     Channel: can0
    Angle_sent , 110 , Receive , Timestamp: 1679819925.397494    ID: 05800001    X Rx                DL:  8    60 04 21 01 94 07 00 00     Channel: can0
    Angle_sent , 120 , Receive , Timestamp: 1679819925.498317    ID: 05800001    X Rx                DL:  8    60 04 21 01 e2 07 00 00     Channel: can0
    Angle_sent , 130 , Receive , Timestamp: 1679819925.599010    ID: 05800001    X Rx                DL:  8    60 04 21 01 9b 08 00 00     Channel: can0
    Angle_sent , 140 , Receive , Timestamp: 1679819925.699924    ID: 05800001    X Rx                DL:  8    60 04 21 01 82 09 00 00     Channel: can0
    Angle_sent , 150 , Receive , Timestamp: 1679819925.800796    ID: 05800001    X Rx                DL:  8    60 04 21 01 83 0a 00 00     Channel: can0
    Angle_sent , 160 , Receive , Timestamp: 1679819925.900917    ID: 05800001    X Rx                DL:  8    60 04 21 01 8f 0b 00 00     Channel: can0
    Angle_sent , 170 , Receive , Timestamp: 1679819925.901996    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 180 , Receive , Timestamp: 1679819926.002334    ID: 05800001    X Rx                DL:  8    60 04 21 01 94 0c 00 00     Channel: can0
    Angle_sent , 190 , Receive , Timestamp: 1679819926.103393    ID: 05800001    X Rx                DL:  8    60 04 21 01 a1 0d 00 00     Channel: can0
    Angle_sent , 200 , Receive , Timestamp: 1679819926.203911    ID: 05800001    X Rx                DL:  8    60 04 21 01 b3 0e 00 00     Channel: can0
    Angle_sent , 210 , Receive , Timestamp: 1679819926.205086    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 220 , Receive , Timestamp: 1679819926.304892    ID: 05800001    X Rx                DL:  8    60 04 21 01 bc 0f 00 00     Channel: can0
    Angle_sent , 230 , Receive , Timestamp: 1679819926.406095    ID: 05800001    X Rx                DL:  8    60 04 21 01 ce 10 00 00     Channel: can0
    Angle_sent , 240 , Receive , Timestamp: 1679819926.506864    ID: 05800001    X Rx                DL:  8    60 04 21 01 d5 11 00 00     Channel: can0
    Angle_sent , 250 , Receive , Timestamp: 1679819926.607851    ID: 05800001    X Rx                DL:  8    60 04 21 01 e9 12 00 00     Channel: can0
    Angle_sent , 260 , Receive , Timestamp: 1679819926.709386    ID: 05800001    X Rx                DL:  8    60 04 21 01 f4 13 00 00     Channel: can0
    Angle_sent , 270 , Receive , Timestamp: 1679819926.810666    ID: 05800001    X Rx                DL:  8    60 04 21 01 06 15 00 00     Channel: can0
    Angle_sent , 280 , Receive , Timestamp: 1679819926.911513    ID: 05800001    X Rx                DL:  8    60 04 21 01 15 16 00 00     Channel: can0
    Angle_sent , 290 , Receive , Timestamp: 1679819927.012109    ID: 05800001    X Rx                DL:  8    60 04 21 01 1a 17 00 00     Channel: can0
    Angle_sent , 300 , Receive , Timestamp: 1679819927.113005    ID: 05800001    X Rx                DL:  8    60 04 21 01 2b 18 00 00     Channel: can0
    Angle_sent , 310 , Receive , Timestamp: 1679819927.213473    ID: 05800001    X Rx                DL:  8    60 04 21 01 35 19 00 00     Channel: can0
    Angle_sent , 320 , Receive , Timestamp: 1679819927.214581    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 330 , Receive , Timestamp: 1679819927.314630    ID: 05800001    X Rx                DL:  8    60 04 21 01 49 1a 00 00     Channel: can0
    Angle_sent , 340 , Receive , Timestamp: 1679819927.416081    ID: 05800001    X Rx                DL:  8    60 04 21 01 56 1b 00 00     Channel: can0
    Angle_sent , 350 , Receive , Timestamp: 1679819927.417325    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 360 , Receive , Timestamp: 1679819927.516839    ID: 05800001    X Rx                DL:  8    60 04 21 01 63 1c 00 00     Channel: can0
    Angle_sent , 370 , Receive , Timestamp: 1679819927.617658    ID: 05800001    X Rx                DL:  8    60 04 21 01 73 1d 00 00     Channel: can0
    Angle_sent , 380 , Receive , Timestamp: 1679819927.718320    ID: 05800001    X Rx                DL:  8    60 04 21 01 7b 1e 00 00     Channel: can0
    Angle_sent , 390 , Receive , Timestamp: 1679819927.819566    ID: 05800001    X Rx                DL:  8    60 04 21 01 90 1f 00 00     Channel: can0
    Angle_sent , 400 , Receive , Timestamp: 1679819927.919755    ID: 05800001    X Rx                DL:  8    60 04 21 01 9a 20 00 00     Channel: can0
    Angle_sent , 0 , Receive , Timestamp: 1679819928.020518    ID: 05800001    X Rx                DL:  8    60 04 21 01 b0 21 00 00     Channel: can0
    Angle_sent , 10 , Receive , Timestamp: 1679819928.121192    ID: 05800001    X Rx                DL:  8    60 04 21 01 b5 22 00 00     Channel: can0
    Angle_sent , 20 , Receive , Timestamp: 1679819928.222787    ID: 05800001    X Rx                DL:  8    60 04 21 01 cd 23 00 00     Channel: can0
    Angle_sent , 30 , Receive , Timestamp: 1679819928.323817    ID: 05800001    X Rx                DL:  8    60 04 21 01 d5 24 00 00     Channel: can0
    Angle_sent , 40 , Receive , Timestamp: 1679819928.424920    ID: 05800001    X Rx                DL:  8    60 04 21 01 e5 25 00 00     Channel: can0
    Angle_sent , 50 , Receive , Timestamp: 1679819928.525977    ID: 05800001    X Rx                DL:  8    60 04 21 01 f0 26 00 00     Channel: can0
    Angle_sent , 60 , Receive , Timestamp: 1679819928.526941    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 70 , Receive , Timestamp: 1679819928.626915    ID: 05800001    X Rx                DL:  8    60 04 21 01 fa 27 00 00     Channel: can0
    Angle_sent , 80 , Receive , Timestamp: 1679819928.727762    ID: 05800001    X Rx                DL:  8    60 04 21 01 0b 29 00 00     Channel: can0
    Angle_sent , 90 , Receive , Timestamp: 1679819928.828499    ID: 05800001    X Rx                DL:  8    60 04 21 01 0b 25 00 00     Channel: can0
    Angle_sent , 100 , Receive , Timestamp: 1679819928.929258    ID: 05800001    X Rx                DL:  8    60 04 21 01 bd 1e 00 00     Channel: can0
    Angle_sent , 110 , Receive , Timestamp: 1679819929.030131    ID: 05800001    X Rx                DL:  8    60 04 21 01 5f 18 00 00     Channel: can0
    Angle_sent , 120 , Receive , Timestamp: 1679819929.131081    ID: 05800001    X Rx                DL:  8    60 04 21 01 21 12 00 00     Channel: can0
    Angle_sent , 130 , Receive , Timestamp: 1679819929.232026    ID: 05800001    X Rx                DL:  8    60 04 21 01 ee 0b 00 00     Channel: can0
    Angle_sent , 140 , Receive , Timestamp: 1679819929.333048    ID: 05800001    X Rx                DL:  8    60 04 21 01 b9 08 00 00     Channel: can0
    Angle_sent , 150 , Receive , Timestamp: 1679819929.433870    ID: 05800001    X Rx                DL:  8    60 04 21 01 93 07 00 00     Channel: can0
    Angle_sent , 160 , Receive , Timestamp: 1679819929.534679    ID: 05800001    X Rx                DL:  8    60 04 21 01 78 07 00 00     Channel: can0
    Angle_sent , 170 , Receive , Timestamp: 1679819929.634846    ID: 05800001    X Rx                DL:  8    60 04 21 01 e7 07 00 00     Channel: can0
    Angle_sent , 180 , Receive , Timestamp: 1679819929.636724    ID: 05800001    X Rx                DL:  8    60 04 21 01 e7 07 00 00     Channel: can0
    Angle_sent , 190 , Receive , Timestamp: 1679819929.736684    ID: 05800001    X Rx                DL:  8    60 04 21 01 99 08 00 00     Channel: can0
    Angle_sent , 200 , Receive , Timestamp: 1679819929.837382    ID: 05800001    X Rx                DL:  8    60 04 21 01 81 09 00 00     Channel: can0
    Angle_sent , 210 , Receive , Timestamp: 1679819929.938394    ID: 05800001    X Rx                DL:  8    60 04 21 01 7c 0a 00 00     Channel: can0
    Angle_sent , 220 , Receive , Timestamp: 1679819930.039371    ID: 05800001    X Rx                DL:  8    60 04 21 01 8f 0b 00 00     Channel: can0
    Angle_sent , 230 , Receive , Timestamp: 1679819930.140137    ID: 05800001    X Rx                DL:  8    60 04 21 01 94 0c 00 00     Channel: can0
    Angle_sent , 240 , Receive , Timestamp: 1679819930.241142    ID: 05800001    X Rx                DL:  8    60 04 21 01 a3 0d 00 00     Channel: can0
    Angle_sent , 250 , Receive , Timestamp: 1679819930.341861    ID: 05800001    X Rx                DL:  8    60 04 21 01 b5 0e 00 00     Channel: can0
    Angle_sent , 260 , Receive , Timestamp: 1679819930.442949    ID: 05800001    X Rx                DL:  8    60 04 21 01 be 0f 00 00     Channel: can0
    Angle_sent , 270 , Receive , Timestamp: 1679819930.543465    ID: 05800001    X Rx                DL:  8    60 04 21 01 cb 10 00 00     Channel: can0
    Angle_sent , 280 , Receive , Timestamp: 1679819930.644404    ID: 05800001    X Rx                DL:  8    60 04 21 01 d3 11 00 00     Channel: can0
    Angle_sent , 290 , Receive , Timestamp: 1679819930.745032    ID: 05800001    X Rx                DL:  8    60 04 21 01 e7 12 00 00     Channel: can0
    Angle_sent , 300 , Receive , Timestamp: 1679819930.746150    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 310 , Receive , Timestamp: 1679819930.845781    ID: 05800001    X Rx                DL:  8    60 04 21 01 ef 13 00 00     Channel: can0
    Angle_sent , 320 , Receive , Timestamp: 1679819930.946368    ID: 05800001    X Rx                DL:  8    60 04 21 01 03 15 00 00     Channel: can0
    Angle_sent , 330 , Receive , Timestamp: 1679819931.046975    ID: 05800001    X Rx                DL:  8    60 04 21 01 10 16 00 00     Channel: can0
    Angle_sent , 340 , Receive , Timestamp: 1679819931.147922    ID: 05800001    X Rx                DL:  8    60 04 21 01 1a 17 00 00     Channel: can0
    Angle_sent , 350 , Receive , Timestamp: 1679819931.248830    ID: 05800001    X Rx                DL:  8    60 04 21 01 2e 18 00 00     Channel: can0
    Angle_sent , 360 , Receive , Timestamp: 1679819931.349548    ID: 05800001    X Rx                DL:  8    60 04 21 01 37 19 00 00     Channel: can0
    Angle_sent , 370 , Receive , Timestamp: 1679819931.450169    ID: 05800001    X Rx                DL:  8    60 04 21 01 4a 1a 00 00     Channel: can0
    Angle_sent , 380 , Receive , Timestamp: 1679819931.451158    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 390 , Receive , Timestamp: 1679819931.551298    ID: 05800001    X Rx                DL:  8    60 04 21 01 56 1b 00 00     Channel: can0
    Angle_sent , 400 , Receive , Timestamp: 1679819931.652179    ID: 05800001    X Rx                DL:  8    60 04 21 01 60 1c 00 00     Channel: can0

############################################################   data hex round3  ###################################################################################

    posix
    Message sent on Enable state data: Timestamp:        0.000000    ID: 06000001    X Rx                DL:  8    23 0d 20 01 00 00 00 00
    Angle_sent , 0 , Receive , Timestamp: 1679819990.139464    ID: 05800001    X Rx                DL:  8    60 0d 20 00 00 00 00 00     Channel: can0
    Angle_sent , 10 , Receive , Timestamp: 1679819990.141474    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 20 , Receive , Timestamp: 1679819990.242730    ID: 05800001    X Rx                DL:  8    60 04 21 01 c2 25 00 00     Channel: can0
    Angle_sent , 30 , Receive , Timestamp: 1679819990.343801    ID: 05800001    X Rx                DL:  8    60 04 21 01 9a 1f 00 00     Channel: can0
    Angle_sent , 40 , Receive , Timestamp: 1679819990.445357    ID: 05800001    X Rx                DL:  8    60 04 21 01 1d 19 00 00     Channel: can0
    Angle_sent , 50 , Receive , Timestamp: 1679819990.546297    ID: 05800001    X Rx                DL:  8    60 04 21 01 db 12 00 00     Channel: can0
    Angle_sent , 60 , Receive , Timestamp: 1679819990.647261    ID: 05800001    X Rx                DL:  8    60 04 21 01 94 0c 00 00     Channel: can0
    Angle_sent , 70 , Receive , Timestamp: 1679819990.748784    ID: 05800001    X Rx                DL:  8    60 04 21 01 fe 08 00 00     Channel: can0
    Angle_sent , 80 , Receive , Timestamp: 1679819990.849286    ID: 05800001    X Rx                DL:  8    60 04 21 01 ba 07 00 00     Channel: can0
    Angle_sent , 90 , Receive , Timestamp: 1679819990.950322    ID: 05800001    X Rx                DL:  8    60 04 21 01 8f 07 00 00     Channel: can0
    Angle_sent , 100 , Receive , Timestamp: 1679819990.951493    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 110 , Receive , Timestamp: 1679819991.051731    ID: 05800001    X Rx                DL:  8    60 04 21 01 df 07 00 00     Channel: can0
    Angle_sent , 120 , Receive , Timestamp: 1679819991.152526    ID: 05800001    X Rx                DL:  8    60 04 21 01 9b 08 00 00     Channel: can0
    Angle_sent , 130 , Receive , Timestamp: 1679819991.253277    ID: 05800001    X Rx                DL:  8    60 04 21 01 83 09 00 00     Channel: can0
    Angle_sent , 140 , Receive , Timestamp: 1679819991.354247    ID: 05800001    X Rx                DL:  8    60 04 21 01 83 0a 00 00     Channel: can0
    Angle_sent , 150 , Receive , Timestamp: 1679819991.455207    ID: 05800001    X Rx                DL:  8    60 04 21 01 95 0b 00 00     Channel: can0
    Angle_sent , 160 , Receive , Timestamp: 1679819991.555556    ID: 05800001    X Rx                DL:  8    60 04 21 01 95 0c 00 00     Channel: can0
    Angle_sent , 170 , Receive , Timestamp: 1679819991.556834    ID: 05800001    X Rx                DL:  8    60 02 20 00 00 00 00 00     Channel: can0
    Angle_sent , 180 , Receive , Timestamp: 1679819991.657601    ID: 05800001    X Rx                DL:  8    60 04 21 01 a6 0d 00 00     Channel: can0
